show,rating,title,content,company,author,date
Sunset Boulevard,8,"Sunset Boulevard starring Glenn Close – review at Palace Theatre, New York","Those clamouring for Glenn Close's musical return to Broadway won't be disappointed. She gives a suitably grandiose performance as the reclusive screen legend Norma Desmond in Lonny Price's production of Sunset Boulevard. Close more than matches the fiery energy of the 40-piece orchestra. With extravagant gestures, sensationalised poses, and enough shiny, lavish leisure wear to bedazzle Liberace, she makes certain Desmond will forever loom large, even if the pictures around her got small.",The Stage,Nicole Serratore,02/09/2017
Sunset Boulevard,8,‘Sunset Boulevard’ review: Glenn Close shines in revival,"Two decades since its splashy Broadway premiere, the plot and the production history of ""Sunset Boulevard,"" Andrew Lloyd Webber's sweeping 1990s musical treatment of Billy Wilder's 1950 film noir, have become one and the same. At the end of ""Sunset Boulevard,"" Norma Desmond, the former silent screen star who has spent two decades in lonely obscurity, determinedly thrusts herself back into the spotlight, ready for either a close-up or the madhouse. In sync with Norma's intentions, the musical has returned to Broadway two decades later, bringing Glenn Close (who won a Tony as Norma in 1995) back to the stage and Lloyd Webber (who now has four musicals running simultaneously) back to his glory days.",amNY,Matt Windman,02/09/2017
Sunset Boulevard,8,Review: Glenn Close is scary good in 'Sunset Boulevard' on Broadway,"Well, Close and her huge 41-piece orchestra, stuffed where Napier's magnificent folly once sat and now placed in the service of rendering Lloyd Webber's most nostalgic, sentimental score with maximum symphonic, even operatic, fullness - for fun, profit and, surely, the composer's legacy. The director, Lonny Price, and the set designer, James Noone, have to work around all of that, as well as keep the Napier design out of your head, although they do come up with a series of simple but effective platforms that allow Close to appear in the rafters and then descend to her people, thus making two entrances for double applause.",Chicago Tribune,Chris Jones,02/09/2017
Sunset Boulevard,8,‘Sunset Boulevard’ review: Glenn Close ready for a less grandiose close-up,"In fact, there is something fitting, even satisfying about this less elaborate, modest incarnation - if modest is not too foolish a word for an economical event that still begins with a drowned corpse in the air, dresses Close in outrageous gold splendor by the original costume designer, Anthony Powell, and has a 40-piece orchestra onstage. The musical is presented here in the familiar Encores! style of semi-staged revivals by the English National Opera, directed by Lonny Price, and, surprisingly, feels less like a hokey entertainment straining for artistic importance than did the original.",Newsday,Linda Winer,02/09/2017
Sunset Boulevard,7,'Sunset Boulevard' Broadway review: Glenn Close goes full-blown diva,"The applause starts when the curtain rises, to reveal a forty-person orchestra onstage -- according to the producers, one of the largest in Broadway history. The mad clapping starts up again a few minutes later, when Glenn Close enters the proceedings, revisiting a role that twenty-two years ago won her the Tony. On the night I saw the show, even a single line of Close's dialogue -- the famous, ""I am big, it's the pictures that got small"" zinger -- generated a new round of cheers. This isn't merely the fault of an overeager audience, though. Director Lonny Price and his lead actress seem determined to force you out of the moment, overloading the production with so many ""Major Theatrical Event"" moments and signposts that it all starts to sag beneath the weight of its own self-importance.",NJ.com,Christopher Kelly,02/09/2017
Sunset Boulevard,7,‘Sunset Boulevard’ Review: The Picture Got Small,"Not so Ms. Close. To be sure, she is 69, much older than the 50-year-old character whom she plays, but that doesn't matter in the least. If anything, her greater age makes Norma's plight all the more pitiable, and Ms. Close's performance, by turns adamantine and childishly needy, is as memorable in its own way as was that of Gloria Swanson in the movie. No, the fundamental problem with turning ""Sunset Boulevard"" into a musical is that it is perfect, a fact that is well understood by Don Black and Christopher Hampton, whose book is largely faithful to the Wilder-Charles Brackett script, give or take a sprinkling of superfluous four-letter words (though their lyrics are sing-songy and ill-crafted). The truth is that ""Sunset Boulevard"" doesn't need songs, or anything else that it doesn't already have in abundance. Saving Ms. Close's presence, to change anything at all is necessarily to diminish the film's overwhelming effect.",Wall Street Journal,Terry Teachout,02/09/2017
Sunset Boulevard,7,‘Sunset Boulevard’ Broadway Review: Glenn Close Leads an Awkward Comeback,"Lucy as Norma Desmond? Actually, Close isn't that subtle. Her Norma Desmond often resembles Carol Burnett's TV parody of an aging silent film star though the latter had far more resemblance to a human being. Like Burnett, Close gives a bravura performance: funny, over-the-top, ridiculous. The only vulnerability Close brings to the role, however, is her singing voice. The actress was never a great singer, but managed to be adequate by Broadway standards. Here, her vocal production changes with nearly every other note, and the resulting tone and pitch is just as variable.",The Wrap,Robert Hofler,02/09/2017
Sunset Boulevard,6,Broadway review: Glenn Close returns in demented triumph to Sunset Boulevard,"So it is with Sunset Boulevard. Those who go to see Close reprise her celebrated turn in the musical's 1994 Broadway production will not be disappointed. There was a risk of Norma-like pathos in the prospect of the actress, now nearly 70, returning to a role she played more than 20 years ago-draped, no less, in her original Anthony Powell costumes, a fantastical array of capes and turbans and fur cuffs and animal prints. But Close holds the stage with a feverish intensity that transcends camp. Her Norma may live in a fantasy world, but in a town of phonies, she inhabits her grand delusions with total authenticity.",TimeOut NY,Adam Feldman,02/09/2017
Sunset Boulevard,4,Theater Review: This Sunset Boulevard Is Facedown in the Pool,"But Sunset Boulevard, which opened tonight in a train wreck of a revival starring a woeful Glenn Close, also comes with a poison pill for would-be adapters. Its daring mix of film noir and Hollywood satire requires the utmost finesse to carry off, lest it turn into camp, a mere coffin of curiosities. (We are in fact introduced to Norma as she kisses the corpse of her pet chimp.) That it doesn't go rancid - that the film remains beautiful despite its overbite - is attributable to Wilder's worldliness: No extreme of human behavior surprises or discomfits him. It may be impossible to achieve that kind of detachment in theatrical song, which pretty much defies a neutral point of view. Perhaps that's why Kander and Ebb gave up. As for Sondheim, who was writing with Jeanette MacDonald in mind for the lead, he dropped the project after Wilder told him at a cocktail party that the material could only work as an opera.",Vulture,Jesse Green,02/09/2017
The Glass Menagerie,10,Review: Sally Field Is Gritty In Pink For A Smashing ‘Glass Menagerie’ On Broadway,"Sally Field's citric, unvarnished performance as Amanda Wingfield is so riveting you may find your focus pulled from the larger picture created by Sam Gold's shocking revival of The Glass Menagerie, which opened tonight at Broadway's Belasco Theatre. Stripped bare of the accoutrements of poverty Williams so carefully articulated in the notes for his 1945 ""memory play,"" Gold (Fun Home) takes more seriously Williams' prefatory caution that ""everyone should know nowadays the unimportance of the photographic in art: that truth, life, or reality is an organic thing which the poetic imagination can represent or suggest, in essence, only through transformation"" free of the ""exhausted theater of realistic conventions...""",Deadline,Jeremy Gerard,03/09/2017
The Glass Menagerie,9,Sally Field's Return to Broadway in 'Glass Menagerie',"The sad St. Louis clan is back again, in a production starring Sally Field as its faded matriarch. This newest ""Menagerie,"" helmed by director Sam Gold (""Fun Home"") and now open at the Belasco Theatre, could not be more different from the one we last saw...Gold puts his stamp on ""Menagerie"" with both hyper-realistic elements and a minimalist set so barren it can only leave us to focus on the actors-the juxtaposition of styles makes this ""Menagerie"" as interesting as any I've seen.",NBC New York,Robert Kahn,03/09/2017
The Glass Menagerie,9,The Glass Menagerie: EW stage review,"Field's is an anxiety-ridden, squirm-inducing performance - as her Amanda clings to unrealistic dreams for her children's future, her desperate neediness is at once funny and sad, understandable yet painful to watch. As Tom, Mantello brings the play's often-coded undertones to the forefront, delivering a virtuoso portrayal of a frustrated, closeted man crushed under the weight of his mother's loving expectations. It's no surprise that these veterans would be so successful, but the revelation here is Ferris. As a wheelchair user, she brings an element of realism and independence to a character normally played as helpless - for the first time, she seems strong and capable, though still terribly shy and non-confrontational. The audience seems to hold its collective breath as she maneuvers around the stage, and when her gentleman caller (a boisterous Finn Wittrock, American Horror Story) gets her hopes up only to break her heart, she poignantly runs through the full range of emotion. It's a brilliant bit of casting, even if the age difference between the actors requires some mental gymnastics...Gold takes risks with his nontraditional staging choices, and though his vision might not be for everyone, there's no arguing that it's a bold, creative one. The rare revival that breathes new life into a classic rather than defaulting to convention, this Menagerie is well worth another look.",Entertainment Weekly,Maya Stanton,03/09/2017
The Glass Menagerie,8,"Broadway review: The Glass Menagerie gets a modern, minimalist look with Sally Field","What if someone took Tennessee Williams at his word and pushed it to extremes? You would have Sam Gold's starkly compelling, bravely executed revival at the Belasco Theatre. By the standards of our downtown avant-garde-long influenced by Euro regietheater and the deconstructive antics of the Wooster Group-Gold's approach is familiar. It's the 3M Plan: minimal, metatheatrical, modern dress. Still, it's rare for a Broadway audience to face an iconic stage classic so radically and brutally ""interrogated."" For that reason alone, it is imperative that you see it.",TimeOut NY,David Cote,03/09/2017
The Glass Menagerie,8,‘The Glass Menagerie’ Broadway Review: Sally Field Leads Solid Gold Revival,"Sam Gold is the latest to pick up the next-to-nothing-is-more approach to Tennessee Williams. The American director's ""Glass Menagerie"" opened Thursday at the Belasco Theatre, and it is pure Gold in every sense of the word. Has there ever been a barer stage on Broadway? The four actors enter from a side door on the orchestra level, with Sally Field pushing newcomer Madison Ferris in a wheelchair. What follows is one of the evening's many silent longueurs as Ferris, a woman with muscular dystrophy, negotiates the small staircase to the stage to take her place there. Occasionally, she walks by pushing her buttocks in the air and taking steps on her feet and hands. But for most of the production, this Laura sits on the floor or in the wheelchair. It's odd to begin a review by concentrating on an actor's physical challenges, but that first long ascent to the stage pretty much establishes Field's tortured Amanda Wingfield and, in essence, Gold's take on ""The Glass Menagerie."" It's a daring, masterful stroke, and one that redefines the Williams classic, and will influence every ""Menagerie"" to come in the next few years.",The Wrap,Robert Hofler,03/09/2017
The Glass Menagerie,8,Sally Field stars in a 'Glass Menagerie' that breaks the mold,"Surely, no star in the history of Broadway has made a more inauspicious entrance than Sally Field's first appearance as poor Amanda Wingfield in director Sam Gold's starkly unforgiving, mostly unafraid and surely unforgettable revival of ""The Glass Menagerie,"" a production that scrambles the politics and poetics of the presumed fragile Tennessee Williams' fever dream by conceiving of a Laura whose disability is not slight, not in her own head, and not merely a symbolic manifestation of debilitating fraternal or maternal expectation...There will be some who argue that Gold's production fundamentally alters Williams' play.",Chicago Tribune,Chris Jones,03/09/2017
The Glass Menagerie,8,'The Glass Menagerie': Theater Review,"""I give you truth in the pleasant disguise of illusion,"" says Tom Wingfield, the thinly veiled stand-in for playwright Tennessee Williams in the opening monologue of his semi-autobiographical memory play, The Glass Menagerie. In a bold experiment that's often riveting but seldom wholly satisfying, director Sam Gold rips away illusion like a bandage off a wound - along with other signatures of the playwright such as poetry, magic, artifice - in a forensic examination that fights against the text just as Tom clashes in his love-hate relationship with his domineering mother, Amanda. Despite some fine work from the actors, you end up being moved more by the sheer resilience of the writing than by the intrusive presentation.",Hollywood Reporter,David Rooney,03/09/2017
The Glass Menagerie,8,"Review: A Radical and Shattering ‘Glass Menagerie,’ Starring Sally Field, Storms Broadway","Every immaculately crafted moment of Sam Gold's staging of Tennessee Williams's The Glass Menagerie rings as clear as it does true. There is no reason to close your eyes, but you could, and the actors' beautiful enunciation and encapsulation of Williams's words would be as pleasurable as the best radio play...When characters are not in scenes directly they observe them or sit a little away from them. The psychologically astute implication is that they are present in spirit, or will be affected by whatever is unfolding. This is Williams as seen at his most pared-back. The comedy, and there is much-Field revels in her baiting as much as Mantello in his curdling distaste for her-is hearty rather than camp, like bitter but delectable dregs of cold coffee.",Daily Beast,Tim Teeman,03/09/2017
The Glass Menagerie,8,"Theater Review: A Reimagined (and Reinvigorated) Glass Menagerie, With Sally Field","If it's more of an inquest than a definitive statement, it's an inquest at a very high level; Sally Field, who plays Amanda, does not appear in basement black-box theaters. So Gold is performing a tricky balancing act: narrowing the scope of the representation and maintaining his cutting-edge cred while selling the story to an audience of 1,000. One of the casualties of this approach is what Tom calls ""the social background"" of the play. We lose not just the particular St. Louisness of it (the accents are nearly nil) but also the world-on-edge tension that Tom describes at the start: Guernica exploding in Europe, and, in America, ""the fiery braille alphabet of a dissolving economy."" Instead Gold focuses on a novel and largely convincing interpretation of the family's warfare as a symptom of the powerful but constraining love they share, and on the way both things shape Tom's character deep into the future from which he narrates.",Vulture,Jesse Green,03/09/2017
The Glass Menagerie,8,The Glass Menagerie review – Sally Field returns to Broadway in style,"Throughout, the production swirls realistic gestures with more expressionist ones. The theatricality is self-conscious, at times self-congratulatory. It estranges spectators from the characters and the situations - in ways more and less productive - yet still allows much of the language to be heard clearly and anew. (Gold's staging is often at odds with the script, but he only rarely has his actors play against the lines themselves.) As the play continues, it marshals a stealthy emotional force, designed to make Tom's departure that much more wrenching. Field portrays Amanda with sympathy and genteel bluster. In some scenes she and Mantello's sardonic Tom have a teasing rapport. This Laura's real physical impairment deepens and complicates her relationship with Tom, although as Ferris is far younger and less practiced than her castmates, the production asks her body to do too much of the work of the role.",The Guardian,Alexis Soloski,03/09/2017
The Glass Menagerie,7,Review: Dismantling ‘The Glass Menagerie’,"That shattering sound you hear coming from the Belasco Theater is the celebrated director Sam Gold taking a hammer to everything that's delicate in ""The Glass Menagerie."" The jagged, glistening shards of Tennessee Williams's breakthrough play are available for inspection in the revival that opened on Thursday night. Don't expect these pieces to be reassembled into an illuminating portrait of the anguished Wingfield family from this 1944 drama. Mr. Gold and his cast, led by an intrepid Sally Field, have dismantled a venerable classic, but darned if they can figure out how to put it back together again...On occasion, Mr. Gold's interpretation takes on the vicious aspect of a nightmare in which you see your past at its distorted worst. But even that vision is not sustained. When a plot turn plunges the theater into abject darkness late in the play, it only gives literal life to what you've been feeling all along.",New York Times,Ben Brantley,03/09/2017
The Glass Menagerie,6,"‘Glass Menagerie’ with Sally Field shatters conventions, not hearts: theater review","Revisionist reboots of modern classics can open your eyes - or make them glaze over. Broadway's stark, stripped-back new take on ""The Glass Menagerie"" starring Sally Field lands, alas, in the latter category. Tennessee Williams' 1945 masterwork has never emerged smaller, flatter or less poignant. Or soggier, thanks to a downpour inside the home where the story unfolds. Yes, that happens.",NY Daily News,Joe Dziemianowicz,03/09/2017
The Glass Menagerie,6,Theater review: Looking at a new 'Glass',"Ultimately, in this production, the woes of the Wingfield family take second place to the experience of watching the bravery and determination of a young actress, and perhaps to ponder the wider difficulty people with disabilities have in being cast - even to play people with disabilities.",The Record,Robert Feldberg,03/09/2017
The Glass Menagerie,5,‘The Glass Menagerie’ review: Revival shatters Sam Gold’s winning streak,"The winning streak of Sam Gold, who has become one of the most prominent directors in recent years (""Fun Home,"" the plays of Annie Baker), comes to a screeching halt with a misconceived Broadway revival of Tennessee Williams' 1944 breakout drama ""The Glass Menagerie,"" led by Sally Field...Gold, who apparently wanted to remove all artifice or period flavor, uses a bare, exposed-looking theater space, with just a metal table and a shelf of props. Stage lighting is avoided. No southern accents are used and the actors wear contemporary attire. Even the intermission has been removed. This all results is a painfully self-aware production that is devoid of Williams' trademark lyricism.",amNY,Matt Windman,03/09/2017
The Glass Menagerie,5,Theater Review: 'The Glass Menagerie',"...what Gold has devised is quite confounding. Part of the problem is that his directorial decisions are so radical in some cases they take the audience out of the play's poetic reverie. The decision to cast a young disabled actress to play the painfully shy Laura puts the emphasis on the character's physical handicap, when in fact it's Laura's extreme insecurities that make her life tragic. And the play's text refers to her ""walking,"" but that makes no sense as presented here.",NY1,Roma Torre,03/09/2017
Picnic,8,Theater review: ‘Picnic’ on Broadway,"Stan (""Gossip Girl,"" ""Captain America"") has the right rugged looks for Hal, played by William Holden in the '55 film. He's a character built to be objectified as beefcake and to sizzle in shirtless scenes. Beefy Stan rivals the porterhouses at Peter Luger's and he brings out Hal's vulnerable side. Even better is Grace, a coltish blonde known for movies, including ""Taken"" and ""The Twilight Saga: Breaking Dawn."" She's a natural onstage. Her work is assured and understated and brings an air of introspection to Madge.",NY Daily News,Joe Dziemianowicz,01/13/2013
Picnic,8,‘Picnic’ a feast,"Maggie Grace (""The Twilight Saga: Breaking Dawn,"" ""Taken"") has a coltish, leggy elegance as Madge Owens. Sebastian Stan (""Captain America""), the dreamy outsider Hal Carter, isn't shy about showing off his chiselled torso, which is good because Hal's keeps losing his shirt or having it torn off him. Too bad they share youth and good looks, but no sizzle - there's more sexual chemistry among the cast of ""Old Jews Telling Jokes.""",NY Post,Elisabeth Vincentelli,01/13/2013
Picnic,8,A Fine Day for a Picnic,"Director Sam Gold, who recently secured a spot on the A-list thanks to an association with playwright Annie Baker (""Circle Mirror Transformation""), provides a very enjoyable production that successfully combines the play's lighthearted, sadder and sensual aspects.",amNY,Matt Windman,01/13/2013
Picnic,7,Review: This 'Picnic' basket has a sexy drifter,"Inge might be amazed that his bittersweet examination of life's disappointments is here presented as a broader comedy, but director Sam Gold and the seasoned cast members mostly make it work...Gold has overlaid humorous interpretations onto Inge's stilted and dated dialogue, often to good effect, while still keeping the period feel. If this technique doesn't help amp up the tension that should be building throughout the play, it makes for good entertainment on the handsomely detailed set of scuffed-up houses with a claustrophobic rusty-looking wall towering above.",Associated Press,Jennifer Farrar,01/13/2013
Picnic,7,Picnic: Theater Review,"While the heat between the central couple in director Sam Gold's Broadway revival could have been turned up a notch, the veil of melancholy hanging over the play's characters generates a quiet poignancy...Despite producing four popular and critical successes in the 1950s, Inge's work has proven less durable than that of some of his contemporaries. His plays lack the thematic expansiveness of Arthur Miller, or the sad poetry of Tennessee Williams. But as a snapshot of a time and place that shows the solitude of small-town life for so many people, women especially, Picnic yields gentle rewards. And if Gold's staging muffles some of them, it nonetheless finds resonance in the play's bruised cynicism about love.",Hollywood Reporter,David Rooney,01/13/2013
Picnic,7,Theater Review: The Roundabout’s Picnic,"That's a lot of traffic, stylistically, and performances that don't match seem not to collide so much as move through each other, like ghosts. That's not to say the energies never align...As it stands, this Picnic is an ad hoc smorgasbord, where not all dishes are guaranteed to palate in perfect harmony. Not everything goes down smoothly, and one wonders if a bit more salt might've tied the whole thing together.",Vulture,Scott Brown,01/13/2013
Picnic,7,Hunky Drifter Stirs Local Biddies in ‘Picnic’: Review,"The voltage is more palpable in Joshua Logan's 1955 film starring a smoldering Kim Novak and a feral William Holden than it is in this earnestly detailed but sexless revival. Sebastian and Grace look the parts, but an essential element of palpable desire is missing...Still, if there's any justice in the world, a special Tony Award for most intense duet would go to Reed Birney and Elizabeth Marvel, who play Howard and Rosemary, the owner of a dry-goods store and a school teacher.",Bloomberg,Jeremy Gerard,01/13/2013
Picnic,7,Picnic Is Back On Broadway: My Review,"Sam Gold's new production is a mixed-bag stab at the play, pumping up the comedy in the first half, then going for slower, more somber tones in the second...But for this play to work--for it to be an American answer to Chekhov, with Tulsa standing in for Moscow--it's got to have a burning attraction at the center of it. Unfortunately, while Sebastian Stan has the glistening body for Hal...his performance is too posturey...And while Maggie Grace is lovely as Madge, she doesn't carve a distinctive figure, and certainly not one who seems fated to run off with Hal and gamble with the rest of her life. So the play about dashed hopes colliding with awakened desires isn't nearly as electric as it could be, but it's still a vintage trip back to muddled 1950s morality and the poetic hopes that rose up in spite of it.",Village Voice,Michael Musto,01/13/2013
Picnic,7,Theater review: Revival of 'Picnic' on Broadway,"My one quibble is with Stan's performance. Physique aside, it's sometimes hard to perceive Hal's mesmerizing appeal. The character remains blurry, and is too often played as a goofball. All in all, though, the production is theater you can sink your teeth into. Old-fashioned can be good.",Bergen Record,Robert Feldberg,01/13/2013
Picnic,6,Kansas Heat That Has Little to Do With the Weather,"More than any version of ""Picnic"" I've seen this one, which has been designed with period exactitude by Andrew Lieberman (set) and David Zinn (costumes), highlights the role of prettiness as both a burden and an aspiration...Mr. Stan...mostly registers as more of an objet d'art than a sex object. Ms. Grace...embodies Madge's small-town self-consciousness with an appealing ease...But except for in one dance sequence (nicely staged by Chase Brock), when Madge and Hal discover a shared rhythm, there's not much chemistry flowing between these two. Even clawing at each other's clothes, they somehow seem to be lost in their own, isolating thoughts. The same might be said of the cast as a whole. Which means that, lacking an electric current to invisibly connect its characters, this ""Picnic"" remains little more than a billboard for prettiness.",New York Times,Ben Brantley,01/13/2013
Picnic,5,"Several Performances Excepted, This Is No ‘Picnic’","The best work comes from Ben Rappaport, as Alan; Ellen Burstyn, as widowed neighbor Helen Potts; and especially the terrific Mare Winningham, as Madge and Millie's anxious mother, Flo. Rappaport ably captures Alan's light self-confidence and straight-arrow wholesomeness alongside his unappealing but unconscious objectification of Madge. Burstyn's Helen is appropriately self-effacing and sweetly rejuvenated as Hal's presence reminds her that she can still experience feelings she thought were gone forever.",Backstage,Erik Haagensen,01/13/2013
Picnic,4,"Picnic, American Airlines Theatre, New York","A stripped-down approach to match a stripped-down central character may one day restore Picnic's lustre; the setting here, a hulking house and porches designed by Andrew Lieberman, tends to overwhelm the performances, even when the interiors furnish an almost ""American Gothic"" glimpse of domesticity. This is a shame, because the play's central theme - how youthful beauty can be emotionally isolating - retains a certain potency. Maggie Grace, who plays 18-year-old Madge Owens, the pretty girl drawn into Hal's aura, gracefully registers the character's misfit quality, even as her chemistry with him doesn't greatly ignite.",Financial Times,Brendan Lemon,01/13/2013
No Man's Land,9,"McKellen, Stewart mine wit in 'No Man's Land,' 'Godot'","Hirst, played here by a marvelously deadpan Stewart, listens and drinks while Spooner — McKellen, exquisite in his poised buffoonery — babbles on. The host and his guest met in a bar, we're informed, but in Act Two, which takes place the next morning, it's implied they may be old friends. Or, as their increasingly curious recollections and revelations (especially Spooner's) can suggest, we could be witnessing a game, or a scam, or some blurring of reality and fantasy or delusion.",USA Today,Elysa Gardner,11/24/2013
No Man's Land,9,'Waiting fot Godot' and 'No Man's Land' review: Dazzling,"McKellen has a flashier physical role than does Stewart in Pinter's 1975 power play about Hirst, a successful alcoholic writer (Stewart, almost unrecognizable with his shaved head covered with a blond toupee). He has brought a seedy gadfly poet (McKellen) named Spooner home to his handsome, sparsely furnished house with the well-stocked liquor cabinet. They may have known each other at Oxford, or maybe not. In fact, the poet -- if, indeed, he is a poet -- may, or may not, have had an affair with the host's wife, taking ""simply that portion of herself all women keep in reserve for a rainy day.""",Newsday,Linda Winer,11/24/2013
No Man's Land,9,STAGE REVIEW No Man's Land,"In both plays, McKellen and Stewart deliver a master class in acting that seems to echo Beckett and Pinter's underlying theme: the struggle of men against the challenge and inevitability of death. By their age-defying enthusiasm, the seventysomething stars manage the tricky feat of making challenging material engaging, fun, and ultimately life-affirming. The ease of their companionship is almost infectious, elevating these productions to the sublime.",Entertainment Weekly,Thom Geier,11/24/2013
No Man's Land,9,"Review: In Repertory Plays, Stewart and McKellen Show Off Their Fine Bromance","In the staid “No Man’s Land,” Hirst (Stewart), a successful poet, and Spooner (McKellen), a failed one, having met in a London pub, drink into the night in Hirst’s well-appointed home. The overtly homosexual overtones in some productions -- Hirst and Spooner meet in Hampstead Heath, known as a gay-cruising destination -- are not particularly dwelled upon here.",NBC New York,Robert Kahn,11/24/2013
No Man's Land,8,Review: Ambiguity Abounds in WAITING FOR GODOT & NO MAN'S LAND,"Director Sean Mathias and his talented quartet of actors (they are billed above the title alphabetically as Billy Crudup, Shuler Hensley, Ian McKellen and Patrick Stewart) do lovely service to both of them. No big bangs and whistles at the Cort Theatre; just a solidly acted pair of straightforward mountings that, despite all the attention paid to the two more famously named stage artists, serve the playwrights very well.",BroadwayWorld,Michael Dale,11/24/2013
No Man's Land,8,Filling the Existential Void,"These productions mostly stay, comfortably and tantalizingly, on the surface. But in doing so, they also bring out the beguiling polish and shimmer in Pinter and Beckett’s language. These shows allow us to appreciate the great paradox in some of the best dialogue ever written, which uses eloquence to plumb the futility of speech.",New York Times,Ben Brantley,11/24/2013
No Man's Land,8,Reviews: Pairing Up Waiting for Godot and No Man’s Land,"This is all quite hilarious, going well beyond the old British trope of mistaken identity into the realm of existential terror. The comedy arises from the contrast between that terror, mostly interior to the two men individually, and the tortuous forms of speech they’ve evolved to keep it that way. No cliché is left unturned. (Of his mother, Spooner says, “I was fortunate to escape with my life.”) And while Hirst may seem at first too decrepit to play with words — in Act One Stewart squeezes great comedy out of merely considering saying something — he emerges in Act Two suddenly hale and lucid. This is extreme but not absurd. Who has not felt the shock of other people’s alteration? Or the slow apprehension of one’s own?",Vulture,Jesse Green,11/24/2013
No Man's Land,8,No Man's Land/Waiting for Godot: Theater Review,"McKellen takes on the choicest of the main roles in the poet Spooner, an obsequious sponge who has met well-heeled man of letters Hirst (Stewart) over drinks in a local pub and accompanied him to his home near Hampstead Heath for a few more. In designer Stephen Brimson Lewis’ austere set, the host’s living room is both a statement of stifling tastefulness and a scary cell in which Spooner, a shabby drunk despite his posturing refinement, is unceremoniously imprisoned for the night by Hirst’s hostile amanuensis Foster (Crudup) and his intimidating butler/bodyguard Briggs. With their air of homoerotic complicity, this domestic duo claim to be Hirst’s protectors, viewing Spooner suspiciously as an intruder who might upset their status quo.",Hollywood Reporter,David Rooney,11/24/2013
No Man's Land,8,Review: Beckett and Pinter revivals on Broadway done real justice by McKellen and Stewart,"McKellen's Spooner is an overly voluble, romantic lush with a moocher's heart, wearing a worn suit and dirty white canvas shoes. He's a once proud man now deflated into a soft-shoed jester, yet still trying to keep up appearances. He inadvertently cradles a booze bottle like an infant, plays magic tricks and is a pro at insincerity. McKellen is a wonder.",Associated Press,Mark Kennedy,11/24/2013
No Man's Land,8,‘No Man’s Land’ and ‘Waiting for Godot’: Theater review,"The whisky flows, served neat. The conversation, like the wall, is curvy. It’s unclear if Hirst and Spooner really know each other from university. Also uncertain: Did Hirst, as he blithely recalls, bed Spooner’s girl? McKellen’s silent slow-burn response speaks volumes. He’s got one of the most expressive faces, voices and command of body language on the planet. Stewart gets Hirst’s imperiousness and vulnerability just right.",NY Daily News,Joe Dziemianowicz,11/24/2013
No Man's Land,8,Ian McKellen dominates aside best bud Patrick Stewart,"t’s all very inscrutable and cool, but the show’s mysteriously compelling. This has a lot to do with the easy rapport of the leads, who are besties in real life — McKellen even became a Universal Life Church minister to officiate at Stewart’s wedding.",NY Post,Elisabeth Vincentelli,11/24/2013
No Man's Land,8,Theater review: 'Waiting for Godot' and 'No Man's Land',"In the second act, Hirst and Spooner engage in a long, amusing dialogue about the people they knew back in college, raising the question of whether, in fact, they've been previously acquainted. Or is Hirst engaging in an elaborate joke? The play ends sedately, with Hirst's toast, ""I'll drink to that.""",NorthJersey.com,Robert Feldberg,11/24/2013
No Man's Land,7,Theater review: 'Godot' -- 2 stars; 'No Man's Land',"In ""No Man's Land,"" an established poet (Stewart) who inexplicably invites to his home a barfly (McKellen) who may or may not be his old school chum, leaving the literary figure's secretary and bodyguard (Crudup and Hensley) puzzled. Although it is a minor title in the Pinter canon, it is the more successful of the shows.",amNY,Matt Windman,11/24/2013
No Man's Land,6,‘Waiting for Godot’ & ‘No Man’s Land’ Theater Review: Ian McKellen & Patrick Stewart Lighten Up on the Angst,"McKellen mines laughs in “No Man’s Land” where none exist. Watch him, at age 74, get down on his knee to tie one shoe lace, only to perform a nimble bent-knee leap to tie the other. Audiences may find that his verbal and physical dexterity makes for a lighter, more digestible night at the theater, but it also diminishes the desperation that drives Spooner, a down-and-out poet, into the no man’s land of another writer’s well-appointed, servant-infested manse.",The Wrap,Robert Hofler,11/24/2013
No Man's Land,6,"No Man’s Land, Cort Theatre, New York – review","For the past month, New York has been awash in Beckett and Pinter, brought to us by Great English Actors. None of these productions has represented the performers at their peak. Case in point: when Ian McKellen and Patrick Stewart did their new-to-Broadway production of Waiting for Godot in London, in 2010, they harvested acclaim for the freshness of their clowning. But, as with many London theatrical exports arriving on American shores, the routines now seem so worked-out they’re stiff.",Financial Times,Brendan Lemon,11/24/2013
How to Succeed in Business Without Really Trying,10,Tooth and Claw,"In Rob Ashford’s inspired revival of “How to Succeed in Business Without Really Trying” (by Abe Burrows, Jack Weinstock, and Willie Gilbert, with music by Frank Loesser), we watch with delight as J. Pierpont Finch (Daniel Radcliffe) rises by cunning degrees from window washer to chairman of the board. Every nanosecond of this well-cast production is eloquent with craft and wit. But the laurels of the evening go to Radcliffe and the towering John Larroquette, as the boss, J. B. Biggley. Radcliffe’s youthful brightness is a perfect foil for Larroquette’s dopey severity. Radcliffe is having the time of his life; you feel his joy.",The New Yorker,John Lahr,04/11/2011
How to Succeed in Business Without Really Trying,9,Four stars for 'How to Succeed in Business Without Really Trying',"Nevertheless, Radcliffe gives a pretty satisfying performance, showing off earnest acting skills, a passable singing voice and some surprisingly confident dance moves. But perhaps most importantly, he is so cute and charming that the audience is sure to cheer him on.",am New York,Matt Windman,03/27/2011
