,show,rating,title,content,company,author,date
358,King Kong,5,‘King Kong’ on Broadway: A Great Ape Deserves a Greater Story,"If you have come for spectacle, you'll love (as I did, with a big, very stupid grin on my face) the impressive and thrilling feats of design and puppetry directed and choreographed by Drew McOnie, who I must presume­­-given the exertions of his leading ape­-has a chiropractor on 24-hour call.",Daily Beast,Tim Teeman,11/08/2018
359,King Kong,4,"King Kong, Broadway: nice gorilla, shame about the show - review","Although his furrowed brow and expressive eyes register surprise and emotion, he's largely stationary during lengthy scenes when Ann is speaking or singing to him. It's only when designer Peter England's black-and-white projections roll by to simulate Kong scaling the Empire State Building or galloping with Ann in tow that the beast lives up to his promise. All said, he might feel more at home, and make a bigger fortune, in a Las Vegas spectacular.",Telegraph,Diane Snyder,11/08/2018
360,King Kong,4,"Theater Review: King Kong, Who’s There?","Not that the show is willfully shallow. In fact, in a brochure handed to me outside the theater by the show's press representatives, one of Kong's lead producers, Carmen Pavlovic, writes about the resonances she found in the story while developing the production over the last ten years. She talks about the global recession, Harvey Weinstein, the environmental crisis, and xenophobia in both Australia and America. Brett Kavanaugh gets a mention. So do the immigrant children forcibly separated from their families. King Kong, it would seem, is about everything. But what stands out from Pavlovic's essay are its title - ""Why King Kong?"" - and the sole pull quote. ""Could he achieve a chest-beat without punching a hole through his own sternum?"" it reads. ""Could he pick up a girl and run with her?""",Vulture,Sara Holdren,11/08/2018
361,King Kong,4,'King Kong': Theater Review,"To quote the title of an R&B hit by early '70s girl group Honey Cone, ""One Monkey Don't Stop No Show."" Except that in King Kong, it most definitely does. In fact, that monstrous ape, able to cup an aspiring Hollywood starlet in one giant paw, pretty much is the show in this otherwise blundering musical, in which a low-wattage cast gamely trudges through one embarrassing number or cliché-ridden book scene after another. Even if the star puppet might be better suited for an arena spectacle or theme-park attraction, you can't take your eyes off this technological marvel, not least for its incredible facial expressiveness. It's completely appropriate that the animatronic gorilla and its operators get the show's final bow.",Hollywood Reporter,David Rooney,11/08/2018
362,King Kong,4,‘King Kong’ Broadway Review: Giant Puppet Upstages the Mere Humans,"The big ape deserves a Tony. He's not only the star of ""King Kong,"" which opened Thursday at the Broadway Theatre. He's also a damned good actor, too - one who shows a wide range of emotion while running through the jungle, fighting off a giant serpent, being gassed by crass capitalists or climbing up the Empire State Building. That he's a puppet only makes his performance all the more riveting. But he/it has an advantage over the human actors on stage. Kong doesn't sing one song composed by Eddie Perfect or utter one word written by Jack Thorne.",The Wrap,Robert Hofler,11/08/2018
363,King Kong,4,King Kong,"The truly frustrating thing about King Kong is the waste of it all. Why did it this story, whose central figure necessarily cannot sing, need to be a musical at all, much less one that suggests a late-run Simpsons parody? Have the success of War Horse and Thorne's own Harry Potter and the Cursed Child-and the bellyflops of Spider-Man: Turn Off the Dark and Cirque du Soleil's Paramour-taught us nothing? King Kong looks down on its huckster villain, film director Carl (Eric William Morris, overplaying an unplayable role), for taking an awesome creature and surrounding it with mediocrity for a gawking New York audience-but that's exactly what this production does itself. In the sad eyes of the second act's chained and stooped Kong, you see flickers of a show that might have been.",TimeOut NY,Adam Feldman,11/08/2018
364,King Kong,3,"Review: 'King Kong,' a giant animatronic ape with soulful eyes, crashes down on Broadway","Just how horrifying is the new show? It has turned a self-respecting drama critic into a screaming Fay Wray. No, I'm not really afraid of being mauled to death by a giant ape in midtown Manhattan. But I am terrified of the monstrous concoction that has been cooked up in the international laboratory of mercenary producers eager to remake Broadway in the image of Barnum & Bailey.",LA Times,Charles McNulty,11/08/2018
365,King Kong,3,Broadway’s ‘King Kong’ is a gorilla-sized mess,"Acting is basically beside the point, but, as guided, both leads give shrill, one-note performances. The creators are so intent on making Ann the opposite of Fay Wray's portrayal of a damsel in distress that she lacks the vulnerability that made the Ann-and-Kong love story click. Early on, as the ship departs New York Harbor, the scenery, stagecraft and video projections merge so beautifully, you think this show may lead to someplace special. Nope. ""King Kong"" is less fun than a barrel of monkeys.",New York Post,Joe Dziemianowicz,11/08/2018
366,King Kong,3,BWW Review: KING KONG: It Was Inept Writing Killed The Musical,"Though loaded with flat, stilted dialogue, the biggest mistake of Thorne's book is to take away the tragic aspects of the film's two main characters, sapping them of empathy. The earnest and honest filmmaker Carl Denham is now a heartless villain who cons people with promises of fame and wealth. Ann Darrow, the role that made Fay Wray a star, is no longer fighting to survive the Depression -- stealing food to keep from fainting from hunger -- and willing to join Denham on his film shoot out of desperation. Now she's a young hopeful coming to New York with dreams of stardom and thinking this gig might be her big break. Unlike Wray, who screamed in terror for half the picture, this Ann reacts to the beast's roars by roaring right back at him and trying to relate on a deeper level. (""Anyone ever tell you you've got sad eyes?"") Scenes between the two of them seem to go on forever as she voices her interpretation of every move and sound that Kong makes.",BroadwayWorld,Michael Dale,11/08/2018
367,King Kong,2,Review: ‘King Kong’ Is the Mess That Roared,"A car wreck of clichés like that simply can't put a feminist story across meaningfully. Or any story, really - and that's a bigger problem than the bad score and sluggish 20-foot marionette. I find it hard to believe that the book is by Jack Thorne, who won a Tony Award last season for writing ""Harry Potter and the Cursed Child.""",New York Times,Ben Brantley and Jesse Green,11/08/2018
368,King Kong,2,King Kong review – Broadway kills the beast in monstrously bad musical,"But it's bountifully clear, from the first forgettable lyrics to the last gratuitous lines that no hominid involved in this glitzy shambles has any idea what to do with him. As a feat of stagecraft and structural engineering, Kong is cool. A creature with the delts of a prize fighter, the potbelly of a toddler, a possible addiction to Crest White Strips and the external genitalia of a Ken doll (the ""he"" is provisional), he is brought to animatronic life by the King's Company, a troupe of 10 black-clad puppeteers who tug his marionette strings in some version of a maypole dance, and four voodoo operators, who control his facial expressions from a booth at the back of the theater. Put it all together and you have a double-decker bus who looks like he's lost badly at beer pong. It's unlikely he'll sign at the stage door.",Guardian,Alexis Soloski,11/08/2018
369,The Cher Show,8,'The Cher Show': Theater Review,"Is the show good? Certainly not in the sense of traditional musical-theater craft. Would I see it again? Duh, already planning on it. Director Jason Moore's production, which breaks new frontiers on Broadway for bare midriffs, underboobs, wigs and paillettes, unashamedly embraces its abundance of trashy-flashy, tacky vintage-Vegas kitsch. But it's also slyly fabulous and imbued with a plucky feminist spirit that's quite stirring, basically recounting the story of how the innately shy Cherilyn Sarkisian stopped letting men tell her what to do and found the strength to run her own show.",Hollywood Reporter,David Rooney,12/03/2018
370,The Cher Show,8,THEATER REVIEW: 'The Cher Show' successfully uses a trifecta of Chers to turn back time on the diva's life and career,"For all the obvious flaws of ""The Cher Show,"" it's an honest, self-deprecating effort, given the givens. Vastly different and greatly improved from its Chicago tryout, which was framed around a phony TV show about Cher, the final Broadway version of the show has Block's Cher striding to center stage and proceeding to tell Cher's story strictly on Cher's terms.",New York Daily News,Chris Jones,12/03/2018
371,The Cher Show,7,"BWW Review: Stephanie J. Block Dazzles With Power In Gutsy, Glitzy and Glam THE CHER SHOW","While The Cher Show is flashy entertainment from start to finish, full of vibrant artists giving splashy turns, the center of it all is Block's solidly grounded acting performance, portraying a woman trying to maintain an idealized public image while privately grasping for control of her career in a business that hasn't quite heard the messages of the growing Feminist movement. Whether camping it up for ""Turn Back Time"" or ripping her heart out in ""The Way Of Love"" Block commands attention as Cher discovers her own path to liberation through self-reinvention.",BroadwayWorld,Michael Dale,12/03/2018
372,The Cher Show,7,‘The Cher Show’ Broadway Review: Stephanie J Block Is Strong Enough to Be the Real Star,"Being compared to television isn't a compliment in the theater, but it's probably what director Jason Moore, choreographer Christopher Gattelli and book writer Rick Elice intended: Watching ""The Cher Show"" is as much fun as watching old network TV, namely ""The Sonny and Cher Show"" on CBS. The jokes are lame, segues between scenes are blunt or nonexistent, and a general lack of inventiveness pervades the entire enterprise.",The Wrap,Robert Hofler,12/03/2018
373,The Cher Show,7,‘The Cher Show’ Broadway Review: Stephanie J Block Is Strong Enough to Be the Real Star,"Being compared to television isn't a compliment in the theater, but it's probably what director Jason Moore, choreographer Christopher Gattelli and book writer Rick Elice intended: Watching ""The Cher Show"" is as much fun as watching old network TV, namely ""The Sonny and Cher Show"" on CBS. The jokes are lame, segues between scenes are blunt or nonexistent, and a general lack of inventiveness pervades the entire enterprise.",The Wrap,Robert Hofler,12/03/2018
374,The Cher Show,7,"‘The Cher Show’ Review: Powerhouse Performances, Skimpy Story – Broadway","Believing in life after love turns out to be a surer bet than pinning your hopes on jukebox musicals, no matter how fabulous the subject. The Cher Show, opening tonight at Broadway's Neil Simon Theatre, might not disappoint anyone likely to applaud a Bob Mackie-designed Oscar gown, but neither does it do any boundary-pushing. So very un-Cher.",Deadline,Greg Evans,12/03/2018
375,The Cher Show,7,"‘The Cher Show’ on Broadway Has Lights, Energy, Drama, Camp, but No Cher","You want a big, loud, bright, shiny slice of Vegas on Broadway? The Cher Show, which opened tonight on Broadway at the Neil Simon Theatre, and-then-some delivers, with spangles, fishnets, big wigs, a 35-song strong jukebox of Cher hits primed, and even a fun autotune joke for when she gets to ""Believe.""",Daily Beast,Tim Teeman,12/03/2018
376,The Cher Show,7,The Cher Show brings an icon and her hits to Broadway: EW review,"If you love Cher there is probably nothing I could write here that would keep you away from The Cher Show. No discussion of thin plotting, of costumes changes subbing for character development, or of retro har-har jokes will dissuade true believers looking for a bedazzled good time.",Entertainment Weekly,Allison Adato,12/03/2018
377,The Cher Show,7,'The Cher Show' review: Solid cast lifts hot mess of a production,"This meta theatrical concept is oddly appropriate for the campy concoction that is ""The Cher Show."" Directed by Jason Moore (""Avenue Q""), with bizarre and skimpy costumes designed by Bob Mackie and arena tour-style choreography, the production proves to be more tolerable than similar star-worship vehicles, though nowhere near as satisfying as ""Jersey Boys"" (The Four Seasons) or even ""Beautiful"" (Carole King).",amNY,Matt Windman,12/03/2018
378,The Cher Show,7,‘The Cher Show’ will leave you feeling moonstruck,"Granted, the jukebox musical that opened on Broadway Monday night has some clumsy and dopey dialogue. The story - a 50-50 mix of narration (yawn) and not-quite-skin-deep dramatization - tracing the pop goddess' personal and professional ups and downs won't surprise those with even a passing knowledge of Cher. Or access to Wikipedia. Still, it's thrilling watching the 72-year-old diva's rags-to-riches-and-back-again life woven by wall-to-wall hits - ""Bang Bang,"" ""The Beat Goes On,"" ""Half-Breed"" and ""Believe,"" among them.",NY Post,Joe Dziemianowicz,12/03/2018
379,The Cher Show,6,Broadway Review: ‘The Cher Show’,"Choosing to recreate the spirit of the television variety shows that Sonny and Cher - and then Cher sans Sonny - headlined in the '70s is a choice that lands as flat as the jokes in Broadway's latest jukebox bio, ""The Cher Show."" Its attempt to celebrate the resilience of its ""bad-ass"" star and her half-century career of highs and lows rarely rises above that TV series' taste for cliches, corn and cheese. Despite an icon with attitude, an armful of pop tunes and a can-do cast, the script never quite finds a satisfying style - or a genuine heart - as a winning stage musical. As Cher might say: Broadway's a bitch.",Variety,Frank Rizzo,12/03/2018
380,The Cher Show,6,The Cher Show,"Directed by Jason Moore, the show whirls through six decades at a dizzying pace that disguises, up to a point, that it doesn't have much to stand on. We are told a dozen times that Cher is ""shy,"" and her mother's advice-""The song makes you strong""-is repeated more than once. But unlike the songs in, say, Beautiful, Cher's actual hits can't support that task: They are likeable but skimpy pop ditties. Rick Elice's script responds to this challenge by skipping past most of them quickly: We hear only snippets before the musical hurries on to some new montage, narration or set change. The show covers so much ground that it can't dig into any one narrative, and although Cher is known for self-exposure, the storytelling is guarded.",TimeOut NY,Adam Feldman,12/03/2018
381,The Cher Show,6,The Cher Show review – Broadway musical is a mixed bag of pop excess,"Cher's fandom is assured. The exuberant, occasionally tacky jukebox musical that tells her life story is more faltering. The Cher Show, like last year's Donna Summer musical, requires three actors (and the occasional dancer) to play one jukebox queen. Micaela Diamond is Babe, Teal Wicks is Lady, Stephanie J Block is Star. (That trio sounds cheerier than Maiden, Mother, Crone.) Together they describe the evolution of Cherilyn Sarkisian from southern California ugly duckling to the black swan entertainment queen. This is a straightforward story of female empowerment, though, as crafted by an all-male creative team, it sometimes feels more like a compilation of girl-power pep talks than an individual woman's singular journey.",Guardian,Alexis Soloski,12/03/2018
382,The Cher Show,6,Theater Review: How Over-the-Top Should The Cher Show Be?,"I'm okay with the real thing, and even with nostalgia in YouTube-size bites - but not as the only fuel in the tank when you're trying to do a play. Put Cher, or even three Chers, on Broadway and not only do you in fact decrease the potential for expected spectacle - you've also got to try to make her into, well, theater. And that requires more than costumes, even costumes by Bob Mackie. It requires more than several good Cher impressions (Diamond, Wicks, and Block are all doing their best Janice-from-the-Electric-Mayhem voices, and Block especially sounds great belting out the brassy, vibrato-heavy hits). It requires more than wigs and wings and sailors and celebrities and tangoing gypsies and hoedown-ing cowboys. The problem isn't that it's all too much. It's that, when all the glitter's swept up, it's not nearly enough.",Vulture,Sara Holdren,12/03/2018
383,The Cher Show,5,"Review: In ‘The Cher Show,’ I Got You, Babe. And You. And You.","There's a fine line between tacky and spectacular. In creating costumes for Cher over the years - costumes that often tell the story of a shy woman emerging triumphant from a chrysalis - the designer Bob Mackie has kept on the right side of the line by making sure the level of craft supports the extravagance of the gesture. Sadly that's not the case with ""The Cher Show,"" the maddening mishmash of a new musical that opened on Monday at the Neil Simon Theater. Except for the dozens of eye-popping outfits Mr. Mackie gorgeously recreates for the occasion, it's all gesture, no craft: dramatically threadbare and surprisingly unrevealing.",New York Times,Jesse Green,12/03/2018
384,Be More Chill,9,"'Be More Chill' review: Sci-fi teen musical is sublimely silly, with a superb cast","Whether or not it ultimately proves to be a hit, ""Be More Chill,"" a sublimely silly, exciting sci-fi teen musical comedy deserves a place in Broadway history as an unlikely comeback story powered by a passionate fan following on social media.",amNY,Matt Windman,03/10/2019
385,Be More Chill,8,BWW Review: Super-Charged Musical Comedy BE MORE CHILL Hits Broadway On A Frenzied Wave of Social Media Fandom,"Tracz's book solidly moves the story along, with Stephen Brackett's staging nailing comic moments without sacrificing sincerity. Chase Brock's fun choreography appropriately works within the capabilities of typical suburban high school sophomores.",BroadwayWorld,Michael Dale,03/10/2019
386,Be More Chill,8,‘Be More Chill’ Review: No Heat Lost As Joyous Viral Musical Sensation Finally Charges Broadway,"And here is where Be More Chill stakes its most righteous claim: For all of its storyline predictability and maybe too-happy-resolutions, Joe Tracz's book and, especially, Iconis' lyrics don't flinch from the darkness and panic of the teenage mind.",Deadline,Greg Evans,03/10/2019
387,Be More Chill,8,Broadway Review: ‘Be More Chill’,"""Be More Chill"" feels more even and flows more smoothly than it did Off Broadway. On occasion you missed the frenetic, awkward pace of the original: the Off Broadway ""Be More Chill"" felt gawky, quick and weird, like its subject matter. The new ""Be More Chill,"" on the other hand, seems to want to grow up faster and get to the point more sharply. Still, rushed or relaxed, ""Be More Chill"" is Broadway's wiliest and socially savviest night out for teens and parents alike.",Variety,A. D. Amorosi,03/10/2019
388,Be More Chill,8,'Be More Chill' review: A nerd becomes too cool for school,"Much has been written about this heartfelt musical's unlikely road to Broadway, the tiny production in New Jersey, the album that went viral (more than 200 million downloads and counting), the Off-Broadway run that sold out before it opened. And everything's been spruced up for Broadway - the cool computer-screen set by Beowulf Boritt, the outlandish costumes by Bobby Frederick Tilley II, the slick projections by Alex Bosco Koch. As the squip sings near the end of the first act, ""you gotta get an upgrade."" And with this one, ""Be More Chill"" gets a fighting chance to stand out in a capacity crowd of musicals about kids who don't feel like they belong.",Newsday,Barbara Schuler,03/10/2019
389,Be More Chill,8,Theater Review: Be More Chill Does High School With Knowing Wickedness,"There's a cheeky, open-eyed quality to Be More Chill that knows better than to spill over into archness - because musicals aren't actually chill at all, ever. And no one sums up this mixture of sincerity and worldly mischief better than Christine, who, when things look bleakest, delivers a distressed zinger that might just qualify for best self-own of the current theatrical moment: ""I look around and everyone's hurting. I wish there was something real I could do to make things better but I don't know how. So I guess I'll just do theater."" How do the kids put it? I feel so seen.",Vulture,Sara Holdren,03/10/2019
390,Be More Chill,7,'Be More Chill': Theater Review,"Be More Chill doesn't benefit from a repeat viewing for anyone who's already gone through adolescence. Iconis' pop/rock score, augmented for its Broadway debut with an additional, inconsequential song, ""Sync Up,"" is catchy enough. It features some fun, upbeat numbers, including the title tune and ""Upgrade,"" while another, ""Michael in the Bathroom,"" is a terrific showcase for Salazar, who gets a huge ovation when he first walks onstage, signifying how familiar many audience members already are with the show.",Hollywood Reporter,Frank Scheck,03/10/2019
391,Be More Chill,7,Be More Chill is an online hit that's underwhelming IRL: EW review,"Despite that perma-frenzied tone and the musical's underwhelming book, it's not surprising that Be More Chill has taken the journey it has. Iconis' pop-rock songs are catchy and the show channels the angst and insecurities many young people experience, particularly in this social-media-driven age. I just wish there was more beneath all that neon, high-intensity surface. But then again, if you're already one of the many, many fans of Be More Chill, my opinion probably isn't going to matter anyway.",Entertainment Weekly,Jessica Derschowitz,03/10/2019
392,Be More Chill,6,Be More Chill,"But however much you root for it, Be More Chill ultimately seems like a talented, likable team that is playing in the wrong league, and the Lyceum looms around it like a judgment. Directed in broad strokes by Stephen Brackett, the show doesn't take itself seriously enough; many of the jokes are underbaked, and by the time it reaches its wacky, hectic finale, it has thrown internal logic out the window. And the production's embrace of cartoonishness works against the sentimental effects it sometimes reaches for, especially since we have little reason to care about Jeremy one way or the other; Roland, who was terrific as the needling sidekick in Dear Evan Hansen, sings well but doesn't project the sensitivity that might help fill out his role. Be More Chill takes it for granted that we'll like Jeremy just because most of the kids at his school do not. But unpopularity, like popularity, only goes so far.",TimeOut NY,Adam Feldman,03/10/2019
393,Be More Chill,5,"Review: In ‘Be More Chill,’ the adolescent angst of ‘Evan Hansen’ gets a wacky (and loud) A.I. twist","Directed by Stephen Brackett, the production differentiates itself from the Broadway pack by being even more riotous and extreme. The imagination is gaudy, the volume deafening and the plot kinetically convoluted. Exhaustingly exaggerated, the show should consider an advisory that some material might not be suitable for adults.",LA Times,Charles McNulty,03/10/2019
394,Be More Chill,5,The Bitter Happy Pills of ‘Be More Chill’ on Broadway May Give You a Familiar Downer,Be More Chill feels squawkily split between camp sci fi romp and searing teenage-life-today commentary. The title itself is the last annoying puzzle. If anything the show suggests that we all have to live with our insecurities and other inner demons; the trick is not to let them dominate us.,Daily Beast,Tim Teeman,03/10/2019
395,Be More Chill,4,Review: Anxious Teenagers Learn to ‘Be More Chill’ on a Big Stage,"For one thing, it is - by cold critical standards - the worst of the lot, with a repetitive score, painfully forced rhymes, cartoonish acting and a general approach that mistakes decibel level (literally and metaphorically) for emotional intensity. But this ostensible amateurishness may be exactly what sells ""Be More Chill"" to its young target audience. Alone among Broadway musicals, ""Be More Chill"" feels as if it could have been created by the teenagers it portrays, or perhaps by even younger people imagining what high school will be like. Though its production values have been souped up since I saw it in August, the show's current incarnation - which features the same cast and is again directed by Stephen Brackett - remains a festival of klutziness that you could imagine being put together in the bedrooms and basements of young YouTubers.",New York Times,Ben Brantley,03/10/2019
396,Be More Chill,4,"‘Be More Chill’ found an audience online. But in a Broadway theater, it lost me.","I couldn't be less chill, not after sitting through the insipid ""Be More Chill"" for the second time. I saw it last year off-Broadway, a perch on which it landed by virtue of the mad crush many young folk developed for a cast recording that streamed online long before a New York engagement was ever in the works. It is, in that sense, the first musical to click its way onto Broadway, where it had its official opening at the Lyceum Theatre on Sunday. And, boy, were my misgivings from my initial encounter confirmed. ""Be More Shrill"" would be a better title for director Stephen Brackett's heinously overamplified and overacted production, built on the story of a nerd played by the intrepid Will Roland, who takes a magic pill to become popular with the high school ""in"" crowd.",Washington Post,Peter Marks,03/10/2019
397,Be More Chill,3,REVIEW: Broadway's 'Be More Chill' is an overplayed and overwrought musical about teen life in a hi-tech world,"If all of its overplayed, insecure, overwrought, dial-in-the-red-zone freneticism could have been avoided, we'd actually have an interesting Broadway show that not only reveals just how terrified we all are about the encroachments of digitized technology on our human bodies - and of teenage addiction to medication - but also how difficult it is to pull off weird ""Little Shop of Horrors""-style satire in this moralistic moment when every show has the same thing to teach. Be your nerdy self and let your freak flag fly! They won't love you 'till you love yourself.",Chicago Tribune,Chris Jones,03/10/2019
398,The Prom,9,‘The Prom’ Review: Bringing Jazz Hands to the Heartland,"But working with the director-choreographer Casey Nicholaw, who staged ""Chaperone"" as well as the current ""Aladdin"" and ""Mean Girls,"" the team behind ""The Prom"" has attempted a more difficult gymnastic maneuver. As in many of the greatest Golden Age musicals, they latch onto a subject of topical importance, using its gravity to anchor their satire and their satire to leaven its earnestness. In full ""Hairspray"" mode, they mostly succeed.",New York Times,Jesse Green,11/15/2018
399,The Prom,9,BWW Review: Brooks Ashmanskas Gives a Classic Musical Comedy Star Turn in Hilarious and Touching THE PROM,"And along with all the laughter, there's a great deal of feeling in The Prom, a musical that helps prove there's no better spectacle on Broadway than inspired writing, terrific melodies, big enthusiastic performances and a production loaded with honest-to-goodness heart.",BroadwayWorld,Michael Dale,11/15/2018
400,The Prom,9,"In a Crowded Broadway Season, Queer Teen Love Story ‘The Prom’ Deserves the Crown","Had The Prom's creative team-book writers Bob Martin and Chad Beguelin and composer Matthew Sklar-limited the frame to this story of intolerance and resistance, it would be spinachly worthy and Trumpily relevant. But they wrap an outrageous showbiz satire around the earnest center, and the result is the perfect blend of salt and sweet. The tag line: Broadway Boomers try to save prom for a millennial lesbian who is totally embarrassed by them. A good premise executed well is the formula that wins here.",Observer,David Cote,11/15/2018
401,The Prom,8,'The Prom': Theater Review,"The legitimately funny book is co-written by Bob Martin, who won a Tony Award (as did Leavel) for his work in the same capacity on The Drowsy Chaperone; and Chad Beguelin, who penned Disney's Aladdin, another Nicholaw musical. The two-pronged score, which has distinct styles for the Hoosier teens and the Manhattanite interlopers, is by composer Matthew Sklar, with clever lyrics by Beguelin; the two last teamed on yet another Nicholaw show, Elf. Any musical that makes it to Broadway these days without a familiar movie source or a popular jukebox score is an achievement, so this original story is a rainbow unicorn that wins points right there.",Hollywood Reporter,David Rooney,11/15/2018
402,The Prom,8,‘The Prom’ and ‘Natural Shocks’ Reviews: Preaching to the Choir,"The Prom will make you laugh-I can't remember the last time I laughed so hard at a new musical-and it will also fill you with the toasty-warm glow of unchallenged righteousness. That's a surprising combination, especially nowadays.",Wall Street Journal,Terry Teachout,11/15/2018
403,The Prom,8,Broadway Review: ‘The Prom’,"This original musical has laughs, tears and joy - not to mention jaw-dropping star-turns - in a clash-of-cultures hoot that earns a big Broadway corsage. It seems like a dubious musical mash-up: Broadway narcissists-turned-activists take over a middle-American town to help a lesbian teen who just wants to bring her date to the prom. But with a tuneful score, a playful book, and performances that remind you what Broadway heart and chutzpah are all about, this cause celebre of a show turns out to be a joyous, funny, and sweet production that should appeal to several generations of musical fans.",Variety,Frank Rizzo,11/15/2018
404,The Prom,8,Review: The Prom hits the heights of hilarity as a spoof of Broadway - but the kids aren’t all right,"The first scenes of The Prom, a new Broadway musical comedy that makes gleeful fun of Broadway performers, are as deliriously funny as any musical of recent vintage. Of course, satirizing the world of Broadway is right in the wheelhouse of the show's co-creator Bob Martin, the Canadian Tony-winning librettist best known for The Drowsy Chaperone.",Globe and Mail,J. Kelly Nestruck,11/15/2018
405,The Prom,8,The Prom,"Though it teases Broadway, The Prom has the appealing scrappiness of a party thrown by the theater community for itself, and nowhere is this celebration more joyous than in the deliciously hammy performances of its two seasoned stars, who take over-the-top to dizzying heights. The hilarious Ashmanskas never seems more than a hop, skip and jump away from actually hopping, skipping and jumping, and Leavel churns her big number, a pastiche called ""The Lady's Improving,"" into pure showtune butter. It's not the show: It's them. They're lovable.",TimeOut NY,Adam Feldman,11/15/2018
406,The Prom,8,"Theater Review: The Prom, Where Theater Geeks Belt Away Without Shame","Its trajectory is familiar: Benighted would-be heroes gallop in to save the day, make a mess, discover their actual moral centers in the process, fess up to their initial selfishness, and then we all sing, dance, and love one another a little better. But its tone is fresh and zingy, its characters genuinely laughable and lovable - in part because the performers playing the Broadway babies are smartly poking fun at themselves.",Vulture,Sara Holdren,11/15/2018
407,The Prom,8,"REVIEW: Broadway saves Indiana in 'The Prom,' a savvy, self-aware and consistently funny new musical of liberal longing","Good luck, Emma, you think. And you'll need the sense of humor that nobody bothered to write for you. But you're still laughing much of the time at the generally witty book and, for sure, enjoying Nicholaw's truly eye-popping explorations of how youthful dance can be a unifying force across our great political gulf.",New York Daily News,Chris Jones,11/15/2018
408,The Prom,7,‘The Prom’ on Broadway Shows the Limitations of LGBT Stories on Stage,"This slice of The Prom, directed (and sparklingly choreographed) by Casey Nicholaw, is a fun surf through actorly vanity and ego: the stars are not monsters but opportunists, and it just so happens that this opportunism intersects with a belief in equality they all share",Daily Beast,Tim Teeman,11/15/2018
409,The Prom,7,‘The Prom’ Review: Broadway Comedy Razzle-Dazzles Small Town Bigotry,"As the full-of-themselves hoofers and belters, Beth Leavel, Brooks Ashmanskas, Christopher Sieber and Angie Schworer, along with their more spirited than effective publicist, played by Josh Lamon, chew the scenery to great delight, descending on small town America like bedazzled locusts. Their big numbers - ""Changing Lives,"" ""It's Not About Me,"" ""The Lady's Improving"" - show just the hoped-for levels of All About Eve level self-satisfaction anyone could want.",Deadline,Greg Evans,11/15/2018
410,The Prom,6,‘The Prom’ Broadway Review: Indiana’s Back on the LGBT Chopping Block,"The good news is that these four Broadway losers score: Angie Schworer is the merry epitome of every second-rate Roxie Hart, only leggier. Christopher Sieber makes us believe that Juilliard, indeed, was his career high point - and he's proud of it. Beth Leavel offers an uproarious glimpse of what Liza Minnelli would be if she'd continued performing. And Brooks Ashmanskas somehow manages to be even gayer on stage than ever before.",The Wrap,Robert Hofler,11/15/2018
411,The Prom,4,'The Prom' review: A great performance from Caitlin Kinnunen can't save this mess,"Many important social issues - inclusion, arts education, community outreach - get run over by lame humor, underwhelming songs and ultra-hammy performances in this original musical, which is so flimsy, tacky and amateurish that it leaves you wondering how it got to Broadway in the first place.",amNY,Matt Windman,11/15/2018
412,Frankie and Johnny in the Clair de Lune,9,‘Frankie and Johnny in the Clair de Lune’: Audra McDonald and Michael Shannon’s Chemistry Burns Up Broadway,"Two thoughts occurred while watching the Broadway revival of Terrence McNally's Frankie and Johnny in the Clair de Lune, which opens Thursday night at the Broadhurst Theatre (booking to Aug. 25). Why couldn't this have opened a few weeks ago and been eligible for the Tony Awards? It would have been a strong contender for Best Revival of a Play, and its two stars, Audra McDonald and Michael Shannon, likely contenders for Best Actor/Actress in a Play.",Daily Beast,Tim Teeman,05/30/2019
413,Frankie and Johnny in the Clair de Lune,8,Review: ‘Frankie and Johnny’ Were Lovers. Then Came Morning.,"Ms. Arbus, making a strong Broadway debut after a decade of critical success Off Broadway, seems to have realized that the comedy is crucial, not only because her stars trail tragic associations from most of their previous roles but also because the play can teeter on the edge of bathos. Her strategy of dryness and detail and specificity - leaving the poetry to Natasha Katz's lighting - pays off.",New York Times,Jesse Green,05/30/2019
414,Frankie and Johnny in the Clair de Lune,8,BWW Review: Audra McDonald and Michael Shannon Make Rapturous Music in Terrence McNally's FRANKIE AND JOHNNY IN THE CLAIR DE LUNE,"Director Arin Arbus' production, which handily deals with the 1987 piece's moments that might cause uneasiness with contemporary audiences, floats lovingly across the Broadhurst stage as co-stars Audra McDonald and Michael Shannonskillfully explore the delicate details of the many ways we may choose to expose ourselves to one another.",BroadwayWorld,Michael Dale,05/30/2019
415,Frankie and Johnny in the Clair de Lune,8,‘Frankie and Johnny in the Clair de Lune’: How a Reagan-Era Rom-Com Holds Up,"Director Arin Arbus skillfully moves her performers around the stage (grungily built by Riccardo Hernandez and adroitly lit by Natasha Katz) and into and out of their convincingly un-stylish clothing (designed by Emily Rebholz), with no attempt to glam up the crummy Hell's Kitchen studio locale. This is the sort of piece where direction ought to be invisible, just clearing space for the actors to breathe and fill the air, and Arbus does fine work. McDonald's Frankie is perhaps more vulnerable and jittery than the script calls for at times but shows inner strength and fire when needed. It's a pleasure to see Shannon luxuriate in a role that plays to his goofy, boyish side. Together, they forge a bond that's deeply moving, a prickly, organic tapestry of comic fluster, flashes of raw hurt, and pulsing erotic heat.",Observer,David Cote,05/30/2019
