manual_label,show,rating,title,content,company,author,date
2,On the Town,8,"On the Town, Lyric Theatre, New York, Review","A New York City Ballet principal, [Megan Fairchild] is known for her sparkling footwork. Here she displays unexpected comic finesse, especially in her voice-lesson scene with Madame Dilly, one of many cartoon roles mastered by Jackie Hoffman. If Fairchild's acting lacks projection, especially compared to the other two female leads -- Alysha Umphress as Hildy and Elizabeth Stanley as Claire -- she compensates during the dance numbers. The choreography, by Joshua Bergasse, is inspired, though Robbins would have cracked the whip harder on the ensemble during the door-slamming number. All three male leads blend sweetness with virility. Clyde Alves is a swaggering Ozzie, Jay Armstrong Johnson a pratfall-mastering Chip, and Tony Yazbeck a deservedly centre-stage Gabey.",Financial Times,Brendan Lemon,10/16/2014
0,Head Over Heels,6,Broadway Review: Go-Go?€?s Musical ?€?Head Over Heels?€?,"It's really hard to laugh when somebody's holding a gun to your head. That's the way this Go-Go's feels in ""Head Over Heels,"" an over-written, over-designed, and generally overdone production directed by Michael Mayer. From the sets and costumes to the performance style, the basic principle seems to be: Less is boring and more is never enough. Thanks, no doubt, to the Oracle of Delphi (played here by the impishly funny Peppermint), it's a miracle that at least some of the wit in Jeff Whitty's original book gets through.",Variety,Marilyn Stasio,7/26/2018
0,Soul Doctor,5,Journey from temple to tempo,"Actually, that hackneyed vibe applies to the whole show, from Benoit-Swan Pouffer's vague choreography to the groan-inducing dialogue. You often wish ""Soul Doctor"" had called a script doctor - especially when Shlomo's warned that he's ""gonna do the horah/In Sodom and Gomorrah."" To which even a gentile might sigh, ""Oy vey.""",NY Post,Elisabeth Vincentelli,8/15/2013
1,Bonnie & Clyde,7,"Broadway's 'Bonnie & Clyde' murderous leads in Laura Osnes and Jeremy Jordan, and killer songs","Jordan, who was in ""Rock of Ages,"" is charisma in person, a ball of swaggering arrogance with a sad boy underneath that's catnip to Bonnie (and many of the women in the audience). Bonnie, we are told, was a ravishing redhead, and Osnes is just that ?€? this ""Anything Goes"" alumna transforms from a girl in need of attention (her sad ""How 'Bout a Dance"" is beautiful) to a stone-cold fox cradling a shotgun. This is a killer combination: They will slay you, literally.",Associated Press,Mark Kennedy,12/1/2011
2,Eclipsed,9,"With Her Broadway Debut, Lupita Nyong?€?o Lights Up ?€?Eclipsed?€?, Danai Gurira?€?s Savagely Funny War Drama ?€? Review","Most important, Eclipsed is a major achievement - a scorching work about women and war whose humor burnishes rather than undermines its seriousness of purpose. And it features a ferociously committed ensemble performances staged with power and finesse by Leisl Tommy. It's the kind of work no sane commercial producer would look at and immediately think Broadway - even with two highly recognizable names on the marquee.",Deadline,Jeremy Gerard,3/6/2016
1,The Little Foxes,8,"Review: Laura Linney and Cynthia Nixon, Swapping Parts in ?€?The Little Foxes?€?","The play doesn't shift radically from one cast list to the next to the next. Mr. Sullivan's confident production doesn't deny melodrama, but it prefers psychological and social detail over Southern gothic fripperies. (Scott Pask's fraying, elegant set and Jane Greenwood's shrewd costumes, with ruffles for Birdie and a sleeker silhouette for Regina, also reflect this emphasis.) It asks both actresses to make the roles more than villain and victim, which the play allows. You might wish that Hellman had written the faithful retainer parts with greater breadth, but Charles Turner and particularly Caroline Stefanie Clay play them with nuance.",New York Times,Alexis Soloski,4/19/2017
2,The Nap,8,?€?The Nap?€? Broadway Review: Nobody Takes a Rest in This Outrageous Comedy,"Little surprises lead up to a very big one in Richard Bean's new comedy ""The Nap,"" which had its American premiere Thursday at MTC's Samuel J. Friedman Theatre. This review won't disclose the Big Reveal, which is right up there with the one in David Mamet's ""House of Cards."" However, it's the many little surprises of the first act that most intrigue and delight.",The Wrap,Robert Hofler,9/27/2018
0,Big Fish,7,'Big Fish' won't quite reel you in,"When Edward proposes to his future wife, Sandra, hundreds of yellow daffodils sparkle against a clear blue sky.Somehow, though, the effect isn't as dazzling, or as moving, as you would hope -- particularly given the talented players involved in this production, which opened Sunday at the Neil Simon Theatre...Butz, Baldwin and Bobby Steggert, as the grownup Will, all bring a sense of genuine humanity to their roles. In the end, though, this Big Fish lacks the imagination or cohesion to reel you in like one of its hero's yarns.",USA Today,Elysa Gardner,10/6/2013
1,Chinglish,7,Chinglish On Broadway: My Review,"There's a lot of talk in Chinglish and keeping up with it, while always looking to the subtitles, makes for a challenging evening. But it's refreshing to see a play that's so willing to communicate the truth about the potential trickiness involved in cross-cultural communication.",Village Voice,Michael Musto,10/27/2011
2,All The Way,8,Bryan Cranston goes 'All the Way' as LBJ,"ohnson has similar concerns about both King and Hoover, and most of the men he deals with, and expresses them even more colorfully when not on guard. Schenkkan embraces LBJ's well-documented penchant for raw language, and other traits, without reserve - and Cranston plays them with relish. Strutting gut-first and affecting a gruff Southern drawl, the leading man delivers the emphatic, crowd-pleasing performance that the play, and Bill Rauch's vigorous direction, require, while also making Johnson affecting as a flesh-and-blood human being.",USA Today,Elysa Gardner,3/6/2014
2,Kinky Boots,8,"Review: Sweet 'Kinky Boots' an ode to love,","The show that opened Thursday at the Al Hirschfeld Theatre is so full of good will - did you expect anything less from Lauper or Fierstein? - that only a curmudgeon could walk out and not want to hug the crowds in Times Square, even the sketchy ones in cartoon costumes. True, the second half is almost completely unnecessary, the English accents are laughable and the footwear puns are relentless. But who cares? This is a big ol' sweet love story about sons, the families we make and red patent leather...the real star is Porter, who delivers a touching, sassy, nuanced performance, often in 8-inch heels. One character sums up his importance to this show by saying, ""Whenever you leave a room, there's always a great big gaping gap."" Amen.",Associated Press,Mark Kennedy,4/4/2013
2,Jersey Boys,7,From Blue-Collar Boys to Doo-Wop Sensation: A Band's Rise and Fall,"In a year in which one pop-songbook show after another has thudded and died, ""Jersey Boys,"" a shrink-wrapped musical biography of the pop group the Four Seasons, passes as silver instead of as the chrome-plated jukebox that it is. Unlike the recent Broadway flops, this show has the advantage of featuring singers that actually sound like the singers they are portraying and a technology-enhanced band that approximates the original sound of their music. Scriptwriters Marshall Brickman and Rick Elice provide some likably sassy dialogue as they chart the evolution of their main characters from street kids in the urban wastelands of New Jersey to pop gods enshrined in the Rock and Roll Hall of Fame. But while ""Jersey Boys"" is based on fact, it rarely leaps over the cliches of a regulation grit-to-glamour blueprint.",New York Times,Ben Brantley,11/7/2005
2,Outside Mullingar,8,NY1 Theater Review: 'Outside Mullingar',"Shanley has captured a very authentic voice with these characters. The lonely gentleman farmer, the plain-spoken, dry-humored elders and the spunky girl next door may at first seem to be standard types, but Shanley has nicely shaded them in. And Doug Hughes' immaculate production provides a very satisfying emotional arc.",NY1,Roma Torre,1/23/2014
2,The Front Page,10,Broadway review: The Front Page grabs headlines with Nathan Lane and John Slattery,"Look, we're all depressed this election year. We're sick of seeing know-nothing politicians; of hearing obscene language insulting women and minorities; and we're disgusted by the media's bottomless appetite for sensationalism. The only antidote I can suggest for this national malaise is a visit to the Broadhurst Theatre to see the 5,000-volt revival of The Front Page. What's it about? Oh, all that stuff I just mentioned-but whipped into a hellacious comic frenzy by one of the best acting ensembles you and I may ever see. Ben Hecht and Charles MacArthur's 1928 evisceration of the newspaper racket is a summit of American screwball comedy, and Nathan Lane, John Slattery and two dozen other actors climb it and plant their flag. It's strange to feel so invigorated and refreshed by a spectacle of rampant cynicism in which love, truth and loyalty are systematically demolished. But see this brutally brilliant masterpiece, and you'll be inoculated against the viciousness of the world.",TimeOut NY,David Cote,10/20/2016
2,Present Laughter,9,Theater Review: 'Present Laughter',"Director Moritz von Stuelpnagel does exceptional work with his ensemble, maximizing the manic comedy while allowing his leads to rise above type. There is humanity among these crazy characters and far more depth than you'd expect. And that's of course also attributed in large part to the performances. Cobie Smulders, making her stage debut, tackles the vixen role with alluring abandon. And Broadway veterans Kate Burton and Kristine Nielsen juicily sink their teeth into Coward's biting wit.",NY1,Roma Torre,4/5/2017
2,Picnic,8,A Fine Day for a Picnic,"Director Sam Gold, who recently secured a spot on the A-list thanks to an association with playwright Annie Baker (""Circle Mirror Transformation""), provides a very enjoyable production that successfully combines the play's lighthearted, sadder and sensual aspects.",amNY,Matt Windman,1/13/2013
0,Motown The Musical,3,Theater Review: Motown: The Musical,"To a roomful of people who have rarely if ever been part of the creation of a major musical, perhaps it seemed sufficient to tie a few dozen presold numbers together with just enough thread to tell a story. (Mamma Mia! has so far grossed more than $534 million on Broadway doing just that.) But the problem with jukeboxes has never been the songs. The problem is that when songs are forced to tell a tale they weren't designed for, they lose their deeper effectiveness, and usually end up like leeches, no longer supporting but sucking. In that respect, Motown is the worst jukebox (with the best tunes) I've ever encountered.",Vulture,Jesse Green,4/14/2013
2,Act One,8,You?€?ve Got to Have Hart,"The result is a thrillingly well-staged play that runs for two hours and 40 minutes but feels much shorter. Not only is ""Act One"" light on its theatrical feet, but it has the open-hearted impact of a melodrama -- one that has the advantage of being true. Part of what makes ""Act One"" so potent is that Mr. Lapine disdains all irony in describing Mr. Hart's rise to fame. His was an old-fashioned American-dream-come-true tale, and it doesn't embarrass Mr. Lapine in the least to dish it up on a pageantlike scale reminiscent of the spectacular stage version of ""Nicholas Nickleby.""",Wall Street Journal,Terry Teachout,4/17/2014
1,Frozen,6,Frozen review ?€? Disney hit arrives on Broadway with mixed results,"Broadway's Frozen is a good show. With its music, its dance, its flurry of likable leads, and snowball after snowball of son and lumi??re, some of it newfangled, some of it stretching back to 19th-century melodrama, it offers most of the pleasures that we count on Broadway musicals to provide. But even with the addition of a dozen new songs by the composers Kristen Anderson-Lopez and Robert Lopez, an enhanced book by Jennifer Lee, and the interventions of director Michael Grandage and scenic and costume designer Christopher Oram, it rarely feels like more than the movie and sometimes it feels like less.",The Guardian,Alexis Soloski,3/22/2018
2,Matilda The Musical,10,Legit Review: ?€?Matilda?€?,"No one saw it coming. A debuting musical theater team adapting a Roald Dahl children's story about an unhappy girl whose life is saved by the magic of books? True, helmer Matthew Warchus (""God of Carnage"") was aboard, but his tuner credits include ""Lord of the Rings"" and ""Ghost."" Yet ""Matilda"" turns out to be an explosion of joy, the most exhilarating and flat-out best musical since ""Billy Elliot.""...""Matilda"" comes with a ready-made audience via generations who have feasted upon the original story. But this transcends its source. As with ""Billy Elliot,"" having the narrative led by the title character and numerous other children necessitates expensive multiple casts. But ""Matilda"" is so riotously enjoyable that if the figures can be made to work, its future could be limitless.",Variety,Gordon Cox,4/11/2013
0,Hillary and Clinton,6,http://theaternewsonline.com/NYTheaterReviews/POLITICALFANFIC.cfm,"And here we come to the downside of Hnath's slippery technique. He crafts an adult, intelligent play about Hillary and Bill's private and public trials, but he's far too nice about it. Over the course of 90 minutes, Hill and Bill argue, make up, discuss the campaign, but the end is never in doubt, and there's a curiously defeated quality not only to Hillary's hopes, but to the arc of the drama itself. In the end, Hillary and Clinton is the wistful, Thornton Wilder-tinged mediation on HRC that no one asked for. There are rants, jokes and confessions, but it doesn't add up to much more than clever, lightly postmodern fanfic. (The same was ultimately true of A Doll's House, Part 2.) If you expect ideological shocks or absurdist flourishes, you'd be better off watching Full Frontal with Samantha Bee.",Theatre News Online,David Cote,4/18/2019
0,Stick Fly,7,"Theater Review: The Tao of Oak Bluffs, Laid Bare in Stick Fly","Diamond is accustomed to writing in a far more experimental, more formally frisky vein, but she displays an abiding affection for and proficiency in the art of verbal fencing. Too often, though, Taylor, Kimber, and the LeVay men (the play?€?s thinnest characters) seem to be floating in a fine mist of wit and writerly flash, while the play itself lapses into the old tricks of cheap melodrama.",NY Magazine,Scott Brown,12/8/2011
0,Our Mother's Brief Affair,5,Theater review: 'Our Mother's Brief Affair',"The play's switcheroo invites deep thoughts, such as, ""What was that all about?"" My wild guess is Greenberg started writing two different plays that weren't going anywhere, and decided to weld them together. Just for the heck of it.",Bergen Record,Robert Feldberg,1/20/2016
2,Waitress,8,'Waitress' is an intimate Broadway musical of the highest order,"Mueller's is a performance stripped of condescension, lived in the moment and rich in musical pleasures; surely there is no singing actress of Mueller's generation better able to play a woman of low power and self-esteem....In this show she immediately moves her lips whenever Jenna is asked a question - signaling to the audience that Jenna's main problem is that she worries so much about pleasing others that she never has learned how to put her own needs first. Jenna eventually grabs such an opportunity with her comely-but-married gynecologist (played by Drew Gehling), and it is here that the show stutters: Gehling's Dr. Pomatter feels like a sitcom doc rather than a serious love interest for a serious young woman, and thus you don't pull for them as you should. I had the same issue with Nick Cordero's Earl (Jenna's husband), played as a standard-issue man-spreader when the show would be better if you saw deeper into his anger and depression - especially since Bareilles has given him ""You Will Still Be Mine,"" one of the most poignant songs in the show.",Chicago Tribune,Chris Jones,4/24/2016
0,The Addams Family,2,Two Snaps Down,"Every moment is a furious fight for life, an act of flop-sweat corpse puppetry worthy of Weekend at Bernie?€?s. Practically from the moment the curtain parts?€?courtesy Thing, the bodiless hand?€?you detect the grim, gray whiff of obligation. The Addams Family, like so many large-scale theatrical entertainments today, feels every inch a Musicalized Property. (To call it a ?€?musical?€? suggests more joie de mort than the show can muster.) It?€?s a Broadway spectacular only because it must be, not because any of its creators felt particularly inspired. Alas, one can put the defibrillator paddles to a dead body only so many times before it starts to smoke, and long before the night is over, the air in the Lunt-Fontanne is a gritty haze of unrequited effort. ?€?When you?€?re an Addams,?€? the ensemble sings (in an instructive, repetitive, highly unpromising opening number), ?€?you?€?re happy when your toes are in the mud/You smile a bit the moment you smell blood.?€? Poe, this ain?€?t. But hey, it could be worse, considering the soupy lyrical terrain on which Andrew Lippa insists on building his flimsy, prefab songs.",New York,Scott Brown,4/8/2010
0,Bonnie & Clyde,6,http://www.amny.com/urbanite-1.812039/theater-review-bonnie-clyde-2-5-stars-1.3360411,"This really had the potential to be an entertaining, action-packed musical. Yet in spite of a mostly pleasant country-and-blues score and strong, sexy performances from the doll-faced Laura Osnes and heartthrob Jeremy Jordan, this remains a problematic show that lacks focus and tends to pause and meander too often.",amNY,Matt Windman,12/1/2011
0,Charlie and the Chocolate Factory,4,?€?Charlie and the Chocolate Factory?€? on Broadway ?€? review,"""Charlie and the Chocolate Factory"" is a middle-of-the-road musical with a pale score, a flavorless book and a dearth of eye candy that could have at least made it a spectacle...Heading a large, game and polished cast, Christian Borle, a Tony winner for ""Something Rotten!"" and ""Peter and the Starcatcher,"" has panache as Wonka. He plays the chocolate maker as snarky, not all that sinister. As Charlie, young Ryan Foust was terrific in the performance I saw; he shares the role with two others.",NY Daily News,Joe Dziemianowicz,4/23/2017
2,War Paint,8,'War Paint': Theater Review,"The musical is an admiring feminist salute to two trailblazing entrepreneurs - the first women to head American corporations that bore their names - whose success was fueled in part by their rivalry. It would seem perfectly timed to follow FX's juicy Feud, though War Paint is more notable for the distanced sparring of its glambitious animus. Despite the bellicose title, this is no wig-pulling, lipstick-smearing catfight. There's delicious bitchery and barbs aplenty, but the more indelible takeaway is the poignancy of all that these women had in common.",Hollywood Reporter,David Rooney,4/6/2017
0,The Play That Goes Wrong,5,'The Play That Goes Wrong': Theater Review,"The production certainly fulfills its modest creative aspirations. The actors are very good at being bad and are so daring with the outrageous physical comedy that we often fear for their safety. There's no paucity of wit to the proceedings, and director Mark Bell stages the action with clockwork precision. Nigel Hook's purposefully cheesy set design deserves special commendation, rivaling Disney's Haunted Mansion with the ingenuity of its surprises. But for all the strenuous effort involved, the repetitive show evaporates in your mind the moment it concludes.",Hollywood Reporter,Frank Scheck,4/2/2017
2,Falsettos,9,"First Nighter: William Finn's ""Falsettos"" is Back and Bold and Bountiful","How does Falsettos look nearly 25 years on? Just great--with only the merest reservations that certainly don't have anything to do with the several brilliant Finn songs. They begin with the outrageous (particularly in Jennifer Caprio's Biblical costumes) opening number, ""Four Jews in a Room Bitching"" and include Trina's ""I'm Breaking Down,"" Marvin's ""What More Can I Say?"" and Whizzer's ""The Games I Play.""",Huffington Post,David Finkle,10/27/2016
2,The Waverly Gallery,9,"?€?The Waverly Gallery?€?: Kenneth Lonergan, Lucas Hedges, Michael Cera & Elaine May Paint A Tour De Force ?€? Broadway Review","Opening tonight at the Golden Theatre, sensitively directed by Lila Neugebauer, Waverly Gallery - a Pulitzer Prize finalist in 2001 only now making its long-in-coming Broadway debut - is an unsparing visit with a family in extremis. Performed by that first-rate cast - add David Cromer to the list - Lonergan's play, at once loving and unsentimental, gives attention to that long, inevitable passage in a family's life when the old slip away.",Deadline,Greg Evans,10/25/2018
1,Six Degrees of Separation,8,"Allison Janney, Corey Hawkins Lead 'Six Degrees' Revival","It's 1990 all over again in ""Six Degrees of Separation,"" a period-faithful revival of the John Guare play -- based on real events -- about a clever con artist who convinces an erudite Upper East Side couple that he's the son of Sidney Poitier. Allison Janney, who is as skilled in drama as she is in comedy, leads the cast as privileged Ouisa Kittredge, whose small dinner party with husband Flan (John Benjamin Hickey) is interrupted by the arrival of a young man with a minor stab wound who claims to be a Harvard classmate of her children.",NBC New York,Robert Kahn,4/25/2017
1,Anastasia,7,"In Broadway's 'Anastasia,' the screens put our princess in a corner","Alas for imperial Russia and the family of Czar Nicholas II, the 17-year-old Grand Duchess Anastasia Nikolaevna was murdered in 1918 by the Cheka, Vladimir Lenin's secret police. But since princesses have a unique ability to skate above republican sentiment and the harsh realities of forensic science, the legend of a surviving Anastasia has lived on in popular culture, most famously as a 1997 animated musical film, scored by Lynn Ahrens and Stephen Flaherty and wherein Anastasia was voiced by Meg Ryan, she whom no Bolshevik could ever suppress. Now Anastasia has reappeared on Broadway, the centerpiece of a new musical that works quite delightfully when the star is center stage, and struggles mightily when she is off in the wings, where the charming Christy Altomare spends far too long.",Chicago Tribune,Chris Jones,4/24/2017
2,Spring Awakening,9,Review: New 'Spring Awakening' Opens Its Arms to All,"The result is an exhilarating and fluid hybrid of song, word, dance and sign - and a sheer triumph for director Michael Arden and choreographer Spencer Liff. The songs sit seamlessly in the show, often as brightly lit fantasy sequences that snap back into the grim narrative.",Associated Press,Mark Kennedy,9/27/2015
2,Sunday in the Park with George,8,"Jake Gyllenhaal in Sunday in the Park With George, review: the Hollywood star shines in his Broadway musical debut","Gyllenhaal and Ashford harmonize not only when they're singing - Move On is a heart-tugging highlight - but also when George and Dot just gaze lovingly yet uncomprehendingly at each other. (It's a shame they won't be eligible for Tony Awards; the short run prompted producers not to invite voters.) But it's Sunday, the signature song that closes both acts, that brings down the house as the ensemble re-creates Seurat's painting.",The Telegraph,Diane Snyder,2/23/2017
0,Present Laughter,6,"Present Laughter starring Kevin Kline ?€? review at St James Theatre, New York ?€? ?€?lugubrious?€?","The result is that laughter is only intermittently present. It feels lugubrious and weighty rather effortless. Our taste for the kind of theatrical vanity encapsulated by Essendine has long waned and it seems incongruous that his theatre career could support such a large permanent staff, including housekeeper, valet and secretary, or allow his house to look like Victoria station, with so many people coming and going.",The Stage,Mark Shenton,4/5/2017
2,The Mountaintop,9,The Mountaintop,"Unlike those warts-and-all biodramas that humiliate the celebrated figures they profess to humanize, Katori Hall's imaginative two-hander ""The Mountaintop"" does, indeed, burnish the legend of the Rev. Martin Luther King Jr. Set in Memphis on the eve of his assassination, this soul-stirring drama finds King confiding his doubts, fears and morbid premonitions to a sassy motel maid -- a deceptively trite situation that Hall transforms into an emotionally powerful and theatrically stunning moment of truth. Factor in the double dose of charisma from certifiable stars Samuel L. Jackson and Angela Bassett, and this show has wings.",Variety,Marilyn Stasio,10/13/2011
2,War Paint,8,"War Paint starring Patti LuPone and Christine Ebersole ?€? review at Nederlander Theatre, New York","The fierce, always formidable lightning rod that is Patti LuPone, plays a heavily accented, not always vocally distinct Rubinstein, while the vital, vivacious Christine Ebersole plays Arden. The production becomes a spellbinding study in the competition of wills. It also explores the difficulties of that their confidantes - Douglas Sills as Rubinstein's gay associate and John Dossett as Arden's husband - faced, as men in a women's world. Michael Greif's production is a multi-layered, extraordinarily textured story of the business of beauty and fashion that lets the women put, as the show has it, their best faces forward. As Arden says, ""Every woman has a God-given right to loveliness!""",The Stage,Mark Shenton,4/6/2017
1,The Present,7,"Cate Blanchett, Richard Roxburgh wrap you up in 'The Present': theater review","Par for the course in Chekhov, this Sydney Theatre Company production written by Blanchett's husband Andrew Upton and directed by John Crowley (""Brooklyn"") is filled with lost souls, regrets, an uncertain future and pistols. The action, set in Russia in the mid-1990s, signalled with maxi dresses, mom jeans and apt pop tunes like ""What Is Love?"", begins with preparations for a birthday bash. Anna (Blanchett), a widow and landowner on the verge of ruin, is turning the big 4-0. She's less interested in blowing out birthday candles than blowing up her life - as in, with dynamite.",NY Daily News,Joe Dziemianowicz,1/8/2017
2,The Cher Show,8,THEATER REVIEW: 'The Cher Show' successfully uses a trifecta of Chers to turn back time on the diva's life and career,"For all the obvious flaws of ""The Cher Show,"" it's an honest, self-deprecating effort, given the givens. Vastly different and greatly improved from its Chicago tryout, which was framed around a phony TV show about Cher, the final Broadway version of the show has Block's Cher striding to center stage and proceeding to tell Cher's story strictly on Cher's terms.",New York Daily News,Chris Jones,12/3/2018
1,Our Mother's Brief Affair,7,Aisle View: The New Linda Lavin Play,"Apologies are in order, yes. Here we have another geriatric comedy--of the genre popularly known as ""the Linda Lavin play""--pleasantly steaming along, courtesy of heavy lifting by Linda Lavin herself. Suddenly, a big mystery emerges; without said big mystery, there'd be little upon which to build the second act. To wit: the fellow playing the man with whom the mother of the title is having the affair, says ""I'm David Greenglass.""",Huffington Post,Steven Suskin,1/20/2016
1,Lucky Guy,7,Theater Review: Lucky Guy and Nora Ephron?€?s Love for Newsrooms,"With an insider's devastating combination of repulsion and affection, [Ephron]'s written a most unlikely thing: a play about journalism, or really about telling stories, that is as rich and rough and elegiac and fun as the lost world it re-creates...Ephron was damned lucky; few writers write their best work last and manage to go out with a bang. She was lucky, too, in having eventually convinced Tom Hanks, who had been reluctant, to star as McAlary...And while it's no little compliment to his performance to say it is as good as that of his castmates, who are excellent from top to bottom, the triumph belongs to Ephron and Wolfe, who are almost one entity here. In shaping the final working script, Wolfe had access to Ephron's drafts and notes, and did no more or less than what Ephron, as engaged an author as ever there was, would clearly have approved.",Vulture,Jesse Green,4/1/2013
1,The Real Thing,6,REVIEW: 'The Real Thing' at American Airlines Theatre,"In the first scene, you watch Nixon and Josh Hamilton, both of whom are playing actors, stage a scene about infidelity. You think you're watching the real thing, but it's really just a play within a play. But while the play centers on two couples who work in the theater (we witness the real-life relationships of the actors we're watching at first), the creative professions on display actually are secondary to the needs of these poor, over-educated souls as people - ordinary, dumb people.",Chicago Tribune,Chris Jones,10/30/2014
2,Frankie and Johnny in the Clair de Lune,8,BWW Review: Audra McDonald and Michael Shannon Make Rapturous Music in Terrence McNally's FRANKIE AND JOHNNY IN THE CLAIR DE LUNE,"Director Arin Arbus' production, which handily deals with the 1987 piece's moments that might cause uneasiness with contemporary audiences, floats lovingly across the Broadhurst stage as co-stars Audra McDonald and Michael Shannonskillfully explore the delicate details of the many ways we may choose to expose ourselves to one another.",BroadwayWorld,Michael Dale,5/30/2019
2,The Lyons,9,Review: Nicky Silver?€?s terrific ?€?The Lyons?€? starring Linda Lavin is mordant little gem,"The first-rate cast ?€? Linda Lavin, Dick Latessa, Michael Esper, Kate Jennings Grant, Brenda Pressley and Gregory Wooddell ?€? has made the trip north after the production made its debut last fall off-Broadway at The Vineyard Theatre. Mark Brokaw returns as the director, and the play has been trimmed into a tighter, harder little gem...Lavin is an absolute wonder to behold as Rita Lyons, a nag of a mother with a collection of firm beliefs and eye rolls, a matriarch who is both suffocating and keeping everyone at arm?€?s length.",Associated Press,Mark Kennedy,4/23/2012
0,Newsies,6,Urchins With Punctuation,"Here are a few titles of the songs by Alan Menken (music) and Jack Feldman (lyrics): ?€?Carrying the Banner,?€? ?€?The World Will Know,?€? ?€?Seize the Day,?€? ?€?Something to Believe In?€? and ?€?Once and for All.?€? And if you asked me to explain what distinguishes one of these songs from another, I couldn?€?t begin to without consulting my notes, my program and possibly the show?€?s director, Jeff Calhoun, and book writer, Harvey Fierstein...But that doesn?€?t stop them from burning energy like toddlers on a sugar high at a birthday party. As choreographed by Christopher Gattelli, they keep coming at us in full-speed-ahead phalanxes, fortified by every step in a Broadway-by-the-numbers dance book. There are back flips, cartwheels, somersaults and kick lines galore, not to mention enough pirouettes to fill a whole season of ?€?Swan Lake.?€?",New York Times,Ben Brantley,3/29/2012
1,Junk,8,Junk,"Money talks, but in Ayad Akhtar's trenchant Junk, people do plenty of talking for it. The playwright has a lot of explaining to do: His subject is the carnivore capitalism of 1980s Wall Street, and he spends much of the play briefing the audience on hostile takeovers and insider trading. But the details don't feel sweaty. Staged by Doug Hughes for Lincoln Center Theater, whose taste for quasidocumentary epics was also evinced in last season's Oslo, Junk melds a breadth of genres-crime story, tragedy, issue play, cautionary tale-into a fast-moving, broad-ranging social thriller.",TimeOut NY,Adam Feldman,11/2/2017
0,The Mountaintop,3,Jackson and Bassett?€?s good beginning fails to deliver in ?€?Mountaintop?€?,"Jackson?€?s less than perfect casting is not the fatal wound to this two-character piece...What undermines ?€?The Mountaintop?€? is a rather amateurish narrative twist that is apparently so pivotal to the evening?€?s reason-for-being that the show?€?s producers have asked reviewers not to reveal it. There can be no ethical offense in reporting that this contrivance is what terminally weakened my faith in the play or that most of the audience will not find the revelation especially surprising, either.",Washington Post,Peter Marks,10/13/2011
0,Relatively Speaking,1,Relatively Speaking,"Relatively Speaking, the new evening of comic one-acts by Woody Allen, Elaine May and Ethan Coen, has just opened on Broadway, and all I can say is?€?oy! That this level of writing talent--not to mention an estimable cast of many comedic pros--could produce such a lethargic, laugh-free evening is a mystery and a tremendous disappointment.",ScheckOnTheater,Frank Scheck,10/21/2011
0,Burn This,6,BURN THIS: KERI RUSSELL AND ADAM DRIVER LACK SIZZLE,"Despite what the promos for this revival would have you believe, the actors playing Pale and Anna don't necessarily require house-on-fire chemistry. Wilson didn't write a smoldering love story. He wrote a romantic comedy-and what they need is a burning need for each other. They both have massive holes in their lives thanks to Robbie's death. They're broken. (At one point, Anna even likens Pale to a bird with a broken wing.) Think Frankie and Johnny. Actually, it's fitting that Terrence McNally wrote a program note for this production; the unlikely lovers in his Frankie and Johnny in the Clair de Lune, which also premiered off-Broadway in 1987, are cut from the same cloth as Anna and Pale. This ""love shit""-as Wilson once described the crux of Burn This-is tricky business.",New York Stage Review,Melissa Rose Bernardo,4/16/2019
0,The Real Thing,6,'The Real Thing': Theater Review,"Ewan McGregor makes an assured Broadway debut as Tom Stoppard's semi-autobiographical stand-in, an erudite playwright struggling to tame the slippery concept of love in his writing as well as his personal life in The Real Thing. Maggie Gyllenhaal also brings poise and sophistication to the actress who breaks up his marriage and becomes his second wife. But pretty much everything else in Sam Gold's hollow revival is a little off. That goes for a terribly miscast Cynthia Nixon, a too-literal design concept that's hard on the eyes, and sing-along scene changes that are as cloying as they are superfluous, serving mainly to yank us out of the play.",Hollywood Reporter,David Rooney,10/30/2014
2,The Bridges of Madison County,7,The Man That Got Away,"[O'Hara's] openhearted performance is as believably acted and immaculately sung as anything she's ever done...She's so fine, in fact, that she casts a shadow over Mr. Pasquale, an excellent singer who lacks the redeeming touch of mystery that Mr. Eastwood brought to the too-good-to-be-true role of Robert, the photographer (and who is a decade too young for the part)...Up to a point, Mr. Brown's warm, expansive score is an equally strong selling point for ""Bridges."" Parts of it are as musically exciting as anything heard on Broadway since Stephen Sondheim's glory days...But Mr. Brown is rather better at writing scenes than songs, and except for ""Another Life,"" a sweetly folk-flavored ballad sung in a flashback by Robert's ex-wife (Whitney Bashor), none of the songs in ""The Bridges of Madison County"" has a clear-cut, boldly shaped melodic profile-or, for that matter, a truly memorable lyric.",Wall Street Journal,Terry Teachout,2/20/2014
2,Fiddler on the Roof,10,Fiddler on the Roof,"A great Tevye, and Burstein is nothing short of a miracle, finding the modern mensch in Tevye, as well as the hard-nosed, belief-bound peasant. Rather than bluster or roar his way through the role, Burstein has a delicate, almost motherly touch, kibbitzing with God for laughs and tearing out our hearts by the end. No other actor could juggle the comedy and tragedy masks with such style, such a bittersweet dance with tradition.",TimeOut NY,David Cote,12/20/2015
